version,size_test,size_training,error_NB,recall_NB,precision_NB,fscore_NB,gscore_NB,mcc_NB,auc_NB,aucec_NB,tpr_NB,tnr_NB,fpr_NB,fnr_NB,tp_NB,fn_NB,tn_NB,fp_NB,error_RF,recall_RF,precision_RF,fscore_RF,gscore_RF,mcc_RF,auc_RF,aucec_RF,tpr_RF,tnr_RF,fpr_RF,fnr_RF,tp_RF,fn_RF,tn_RF,fp_RF,error_DT,recall_DT,precision_DT,fscore_DT,gscore_DT,mcc_DT,auc_DT,aucec_DT,tpr_DT,tnr_DT,fpr_DT,fnr_DT,tp_DT,fn_DT,tn_DT,fp_DT,error_LR,recall_LR,precision_LR,fscore_LR,gscore_LR,mcc_LR,auc_LR,aucec_LR,tpr_LR,tnr_LR,fpr_LR,fnr_LR,tp_LR,fn_LR,tn_LR,fp_LR,error_NET,recall_NET,precision_NET,fscore_NET,gscore_NET,mcc_NET,auc_NET,aucec_NET,tpr_NET,tnr_NET,fpr_NET,fnr_NET,tp_NET,fn_NET,tn_NET,fp_NET,error_SVM,recall_SVM,precision_SVM,fscore_SVM,gscore_SVM,mcc_SVM,auc_SVM,aucec_SVM,tpr_SVM,tnr_SVM,fpr_SVM,fnr_SVM,tp_SVM,fn_SVM,tn_SVM,fp_SVM
camel-1.0.csv,306,289,0.40522875816993464,0.5833333333333334,0.05555555555555555,0.10144927536231882,0.5892255892255893,0.07042952122737639,0.7043650793650794,0.7037037037037027,0.5833333333333334,0.5952380952380952,0.40476190476190477,0.4166666666666667,7.0,5.0,175.0,119.0,0.3790849673202614,0.5833333333333334,0.059322033898305086,0.1076923076923077,0.6022566995768689,0.08206394755692503,0.6028911564625851,0.6541394335511991,0.5833333333333334,0.6224489795918368,0.37755102040816324,0.4166666666666667,7.0,5.0,183.0,111.0,0.3790849673202614,0.5833333333333334,0.059322033898305086,0.1076923076923077,0.6022566995768689,0.08206394755692503,0.6028911564625851,0.6541394335511991,0.5833333333333334,0.6224489795918368,0.37755102040816324,0.4166666666666667,7.0,5.0,183.0,111.0,0.3790849673202614,0.5833333333333334,0.059322033898305086,0.1076923076923077,0.6022566995768689,0.08206394755692503,0.671485260770975,0.6767429193899811,0.5833333333333334,0.6224489795918368,0.37755102040816324,0.4166666666666667,7.0,5.0,183.0,111.0,0.3790849673202614,0.5833333333333334,0.059322033898305086,0.1076923076923077,0.6022566995768689,0.08206394755692503,0.6605725623582767,0.6674836601307217,0.5833333333333334,0.6224489795918368,0.37755102040816324,0.4166666666666667,7.0,5.0,183.0,111.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.5,0.5923202614379106,0.0,1.0,0.0,1.0,0.0,12.0,294.0,0.0
poi-1.5.csv,214,289,0.32710280373831774,0.7716535433070866,0.7050359712230215,0.7368421052631577,0.6275055679287305,0.3092485940102636,0.7084351525024889,0.5869453234233559,0.7716535433070866,0.5287356321839081,0.47126436781609193,0.2283464566929134,98.0,29.0,46.0,41.0,0.32242990654205606,0.7637795275590551,0.7132352941176471,0.7376425855513308,0.6406604747162022,0.32199500927962427,0.6577518327450448,0.5662668334682457,0.7637795275590551,0.5517241379310345,0.4482758620689655,0.23622047244094488,97.0,30.0,48.0,39.0,0.32242990654205606,0.7637795275590551,0.7132352941176471,0.7376425855513308,0.6406604747162022,0.32199500927962427,0.6577518327450448,0.5662668334682457,0.7637795275590551,0.5517241379310345,0.4482758620689655,0.23622047244094488,97.0,30.0,48.0,39.0,0.32242990654205606,0.7637795275590551,0.7132352941176471,0.7376425855513308,0.6406604747162022,0.32199500927962427,0.7291157570820889,0.5982412245198309,0.7637795275590551,0.5517241379310345,0.4482758620689655,0.23622047244094488,97.0,30.0,48.0,39.0,0.32242990654205606,0.7637795275590551,0.7132352941176471,0.7376425855513308,0.6406604747162022,0.32199500927962427,0.6758077654086343,0.5725954816395601,0.7637795275590551,0.5517241379310345,0.4482758620689655,0.23622047244094488,97.0,30.0,48.0,39.0,0.5934579439252337,0.0,0.0,0.0,0.0,0.0,0.5,0.49771874310103703,0.0,1.0,0.0,1.0,0.0,127.0,87.0,0.0
redaktor.csv,159,289,0.5786163522012578,0.5,0.13043478260869565,0.20689655172413793,0.4489795918367347,-0.06713012171180067,0.46327160493827163,0.4680293501048213,0.5,0.4074074074074074,0.5925925925925926,0.5,12.0,12.0,55.0,80.0,0.5534591194968553,0.5,0.13636363636363635,0.21428571428571427,0.46640316205533594,-0.045340588407931016,0.4685185185185185,0.4832285115303987,0.5,0.43703703703703706,0.562962962962963,0.5,12.0,12.0,59.0,76.0,0.5534591194968553,0.5,0.13636363636363635,0.21428571428571427,0.46640316205533594,-0.045340588407931016,0.4685185185185185,0.4832285115303987,0.5,0.43703703703703706,0.562962962962963,0.5,12.0,12.0,59.0,76.0,0.5534591194968553,0.5,0.13636363636363635,0.21428571428571427,0.46640316205533594,-0.045340588407931016,0.49027777777777776,0.5138888888888885,0.5,0.43703703703703706,0.562962962962963,0.5,12.0,12.0,59.0,76.0,0.5534591194968553,0.5,0.13636363636363635,0.21428571428571427,0.46640316205533594,-0.045340588407931016,0.4955246913580247,0.5170335429769389,0.5,0.43703703703703706,0.562962962962963,0.5,12.0,12.0,59.0,76.0,0.1509433962264151,0.0,0.0,0.0,0.0,0.0,0.5,0.5041928721174003,0.0,1.0,0.0,1.0,0.0,24.0,135.0,0.0
skarbonka.csv,41,289,0.3170731707317073,1.0,0.4090909090909091,0.5806451612903226,0.7450980392156863,0.4928465555045782,0.8177083333333334,0.7344173441734422,1.0,0.59375,0.40625,0.0,9.0,0.0,19.0,13.0,0.3170731707317073,1.0,0.4090909090909091,0.5806451612903226,0.7450980392156863,0.4928465555045782,0.796875,0.6937669376693771,1.0,0.59375,0.40625,0.0,9.0,0.0,19.0,13.0,0.3170731707317073,1.0,0.4090909090909091,0.5806451612903226,0.7450980392156863,0.4928465555045782,0.796875,0.6937669376693771,1.0,0.59375,0.40625,0.0,9.0,0.0,19.0,13.0,0.3170731707317073,1.0,0.4090909090909091,0.5806451612903226,0.7450980392156863,0.4928465555045782,0.796875,0.6937669376693771,1.0,0.59375,0.40625,0.0,9.0,0.0,19.0,13.0,0.3170731707317073,1.0,0.4090909090909091,0.5806451612903226,0.7450980392156863,0.4928465555045782,0.796875,0.6937669376693771,1.0,0.59375,0.40625,0.0,9.0,0.0,19.0,13.0,0.21951219512195122,0.0,0.0,0.0,0.0,0.0,0.5,0.40108401084010853,0.0,1.0,0.0,1.0,0.0,9.0,32.0,0.0
tomcat.csv,773,289,0.4178525226390686,0.8507462686567164,0.15405405405405406,0.26086956521739135,0.6729755306205217,0.22946217955325152,0.8079573802376221,0.7842482284566854,0.8507462686567164,0.556657223796034,0.443342776203966,0.14925373134328357,57.0,10.0,393.0,313.0,0.40103492884864167,0.8656716417910447,0.1615598885793872,0.272300469483568,0.6900400981155353,0.2478445056247872,0.7196630163629445,0.718174972485567,0.8656716417910447,0.5736543909348442,0.4263456090651558,0.13432835820895522,58.0,9.0,405.0,301.0,0.40103492884864167,0.8656716417910447,0.1615598885793872,0.272300469483568,0.6900400981155353,0.2478445056247872,0.7196630163629445,0.718174972485567,0.8656716417910447,0.5736543909348442,0.4263456090651558,0.13432835820895522,58.0,9.0,405.0,301.0,0.40103492884864167,0.8656716417910447,0.1615598885793872,0.272300469483568,0.6900400981155353,0.2478445056247872,0.7382034586275422,0.724817053155957,0.8656716417910447,0.5736543909348442,0.4263456090651558,0.13432835820895522,58.0,9.0,405.0,301.0,0.40103492884864167,0.8656716417910447,0.1615598885793872,0.272300469483568,0.6900400981155353,0.2478445056247872,0.7276330810536552,0.7176343380123994,0.8656716417910447,0.5736543909348442,0.4263456090651558,0.13432835820895522,58.0,9.0,405.0,301.0,0.08667529107373868,0.0,0.0,0.0,0.0,0.0,0.5,0.5337220752640409,0.0,1.0,0.0,1.0,0.0,67.0,706.0,0.0
velocity-1.4.csv,177,289,0.5480225988700564,0.47058823529411764,0.7191011235955056,0.5688888888888888,0.4266666666666667,-0.11742592753515965,0.4047704447632712,0.4818876703223651,0.47058823529411764,0.3902439024390244,0.6097560975609756,0.5294117647058824,64.0,72.0,16.0,25.0,0.5310734463276836,0.47058823529411764,0.7441860465116279,0.5765765765765766,0.466973886328725,-0.05570786498374036,0.46700143472022954,0.49817215021601746,0.47058823529411764,0.4634146341463415,0.5365853658536586,0.5294117647058824,64.0,72.0,19.0,22.0,0.5310734463276836,0.47058823529411764,0.7441860465116279,0.5765765765765766,0.466973886328725,-0.05570786498374036,0.46700143472022954,0.49817215021601746,0.47058823529411764,0.4634146341463415,0.5365853658536586,0.5294117647058824,64.0,72.0,19.0,22.0,0.5310734463276836,0.47058823529411764,0.7441860465116279,0.5765765765765766,0.466973886328725,-0.05570786498374036,0.4455703012912482,0.4889082751744755,0.47058823529411764,0.4634146341463415,0.5365853658536586,0.5294117647058824,64.0,72.0,19.0,22.0,0.5310734463276836,0.47058823529411764,0.7441860465116279,0.5765765765765766,0.466973886328725,-0.05570786498374036,0.4522058823529412,0.49002991026919124,0.47058823529411764,0.4634146341463415,0.5365853658536586,0.5294117647058824,64.0,72.0,19.0,22.0,0.768361581920904,0.0,0.0,0.0,0.0,0.0,0.5,0.5061897640412084,0.0,1.0,0.0,1.0,0.0,136.0,41.0,0.0
xalan-2.4.csv,651,289,0.4116743471582181,0.8645833333333334,0.2455621301775148,0.3824884792626728,0.6651973552394311,0.28750104394762704,0.7595908408408408,0.7193420378904224,0.8645833333333334,0.5405405405405406,0.4594594594594595,0.13541666666666666,83.0,13.0,300.0,255.0,0.40706605222734255,0.84375,0.24471299093655588,0.37939110070257603,0.6655890078803799,0.2789437088717638,0.6966497747747747,0.6599462365591409,0.84375,0.5495495495495496,0.45045045045045046,0.15625,81.0,15.0,305.0,250.0,0.40706605222734255,0.84375,0.24471299093655588,0.37939110070257603,0.6655890078803799,0.2789437088717638,0.6966497747747747,0.6599462365591409,0.84375,0.5495495495495496,0.45045045045045046,0.15625,81.0,15.0,305.0,250.0,0.40706605222734255,0.84375,0.24471299093655588,0.37939110070257603,0.6655890078803799,0.2789437088717638,0.7231606606606606,0.6852118535586265,0.84375,0.5495495495495496,0.45045045045045046,0.15625,81.0,15.0,305.0,250.0,0.40706605222734255,0.84375,0.24471299093655588,0.37939110070257603,0.6655890078803799,0.2789437088717638,0.7167792792792793,0.6762192780337929,0.84375,0.5495495495495496,0.45045045045045046,0.15625,81.0,15.0,305.0,250.0,0.14746543778801843,0.0,0.0,0.0,0.0,0.0,0.5,0.4714701740911418,0.0,1.0,0.0,1.0,0.0,96.0,555.0,0.0
xerces-1.2.csv,396,289,0.3813131313131313,0.35384615384615387,0.17424242424242425,0.23350253807106602,0.4632763235494261,0.01928298743613145,0.5501278178015339,0.5452991452991443,0.35384615384615387,0.6706948640483383,0.3293051359516616,0.6461538461538462,23.0,42.0,222.0,109.0,0.3712121212121212,0.3076923076923077,0.16393442622950818,0.21390374331550804,0.42594745408044643,-3.7288432569292107E-4,0.49976760399721126,0.5236596736596738,0.3076923076923077,0.6918429003021148,0.3081570996978852,0.6923076923076923,20.0,45.0,229.0,102.0,0.3712121212121212,0.3076923076923077,0.16393442622950818,0.21390374331550804,0.42594745408044643,-3.7288432569292107E-4,0.49976760399721126,0.5236596736596738,0.3076923076923077,0.6918429003021148,0.3081570996978852,0.6923076923076923,20.0,45.0,229.0,102.0,0.3712121212121212,0.3076923076923077,0.16393442622950818,0.21390374331550804,0.42594745408044643,-3.7288432569292107E-4,0.4625145247501743,0.473581973581973,0.3076923076923077,0.6918429003021148,0.3081570996978852,0.6923076923076923,20.0,45.0,229.0,102.0,0.3712121212121212,0.3076923076923077,0.16393442622950818,0.21390374331550804,0.42594745408044643,-3.7288432569292107E-4,0.46144550313734606,0.47389277389277334,0.3076923076923077,0.6918429003021148,0.3081570996978852,0.6923076923076923,20.0,45.0,229.0,102.0,0.16414141414141414,0.0,0.0,0.0,0.0,0.0,0.5,0.5388111888111886,0.0,1.0,0.0,1.0,0.0,65.0,331.0,0.0
