"","fscore_NB","auc_NB","fscore_RF","auc_RF","fscore_DT","auc_DT","fscore_LR","auc_LR","fscore_NET","auc_NET","fscore_SVM","auc_SVM","fscore_NB","auc_NB","fscore_RF","auc_RF","fscore_DT","auc_DT","fscore_LR","auc_LR","fscore_NET","auc_NET","fscore_SVM","auc_SVM"
"1",0.672089278005744,0.726649507087436,0.668427148407148,0.718909247432642,0.668427148407148,0.7178058605185,0.6700785849436,0.738932960032654,0.666805538578681,0.721652132757821,0.0078740157480315,0.502049180327869,0.0139871424715816,0.0170447432700784,0.0141553744884282,0.0111071948720076,0.0141553744884282,0.0107546068861016,0.0132809576296536,0.0125933287674791,0.0152019558570804,0.0195349672653149,0.024899824095814,0.00648007717247618
"2",0.437169239107088,0.688245357859501,0.449843848824983,0.673578278896848,0.449880934081621,0.674014532535052,0.444639541156741,0.74065407959673,0.448153432146146,0.682060849882024,0.0376465603893602,0.510160033793668,0.0103229842429835,0.0412362285083823,0.0140996663452668,0.0134269831735516,0.0140531980630017,0.0139984308607785,0.00893018236296852,0.00734960860287633,0.0107767813653505,0.0477690521257163,0.068193346913592,0.0191943509379259
"3",0.278355553477434,0.70676238247609,0.29320036191814,0.703201848916783,0.293117966971697,0.703110184200215,0.284562405246086,0.742784259288109,0.289952059497136,0.7025793365842,0.00338983050847458,0.500862068965517,0.0108287675915305,0.0249144432074123,0.0243973005610826,0.0221718918264172,0.0244753913989959,0.0216647215329675,0.0169605378556161,0.0105607558083357,0.0205322730211365,0.0275831566292271,0.0107195852887064,0.00272610143117963
"4",0.309217743795744,0.63264919650914,0.311800067177988,0.627457598871504,0.311800067177988,0.626863696545577,0.310123647259954,0.64803798945967,0.311180697489938,0.626808295587005,0.00784907194738991,0.501816806761994,0.0140146890270683,0.0184026635183224,0.0127903072739419,0.0124453701038533,0.0127903072739419,0.0123673475700673,0.0133286317017433,0.013284000781421,0.0125336849328855,0.0188815329508513,0.0166314873747799,0.00400922611100198
"5",0.307986409301345,0.639623865781562,0.310168088731034,0.62713416822587,0.309718412044665,0.625428953677968,0.307944292083389,0.668261779895592,0.309357639307443,0.629590489976372,0.00523560209424084,0.501344086021505,0.00650666812783304,0.0248064092727582,0.00574915791824397,0.00795282573604973,0.00588601685821377,0.00540636614569085,0.00644587520772615,0.0138852695142603,0.00664185547099554,0.0243530028807322,0.0165564275401486,0.00425037319915104
"6",0.374475142573321,0.815473344241729,0.367120296246598,0.671730986124657,0.367120296246598,0.667094664716601,0.375493501988225,0.721426836380436,0.367120296246598,0.677444244246664,0,0.5,0.0197484882551745,0.0328977476807177,0.0212617292784065,0.0278096770565186,0.0212617292784065,0.0285388126505766,0.0329900122793251,0.032034497770521,0.0212617292784065,0.0306232591399443,0,0
"7",0.288672362481589,0.643048138363773,0.279438199254704,0.62898886322125,0.279438199254704,0.626938962026314,0.286530081502696,0.665890090324341,0.280145642143429,0.636950193156715,0,0.5,0.0316468314659142,0.043600616284738,0.0149902991364677,0.0213159468855777,0.0149902991364677,0.0190891873253061,0.0244460927444925,0.0251917020934793,0.0147221354315646,0.0322413535003024,0,0
"8",0.112648232333603,0.709958969497459,0.114941669015842,0.636821085816648,0.114941669015842,0.633700874304856,0.113671942913901,0.679503956167236,0.113006059639322,0.666956841270824,0,0.5,0.0118603467865073,0.0226970024297789,0.013697561289306,0.0206916215296364,0.013697561289306,0.023127356393881,0.0136821099713344,0.0279268910587732,0.014137438626985,0.023719000984531,0,0
"9",0.740530268606728,0.695310804609415,0.736640664984205,0.650334616136872,0.736640664984205,0.6466500582806,0.72692473546245,0.709429075848899,0.739138255511535,0.669738381086631,0.0016,0.500403225806452,0.0134227748368563,0.0154985429420194,0.0110900348144122,0.0163697005587453,0.0110900348144122,0.0184621043293061,0.0381871205585628,0.0246892815425228,0.00920798012903884,0.0192413252128315,0.00505964425626941,0.00127511195974531
"10",0.242658144024344,0.483771816300833,0.23442470113267,0.487352344705675,0.23442470113267,0.486771658572881,0.233882695712615,0.500651017517174,0.234216864467837,0.508809100584307,0,0.5,0.025528045846672,0.0257587529586103,0.0237867339895132,0.033986206666943,0.0237867339895132,0.0336798365464654,0.0240190663451893,0.0221275636125818,0.0238615422868097,0.0330843713846796,0,0
"11",0.513914141414141,0.796199760741907,0.518061606851929,0.767080001355381,0.518061606851929,0.767080001355381,0.518682724864352,0.786418868133764,0.515204463994787,0.767063767589147,0,0.5,0.0719098851399069,0.0262166377798641,0.0646082240538445,0.0386469858089636,0.0646082240538445,0.0386469858089636,0.0636754314978267,0.0258012774375284,0.0694553588759223,0.0316303351792878,0,0
"12",0.268579167096922,0.79658888188948,0.267766394399406,0.708189539357532,0.267766394399406,0.704940549225272,0.272972344056157,0.744464449207726,0.267189001550195,0.707267426464454,0.0342779961112053,0.509199313160512,0.0114800330340634,0.0207962821202631,0.0113551736578822,0.00935108133014237,0.0113551736578822,0.0104561531919103,0.0186183882792513,0.0196079448700445,0.0117552940292637,0.0293556580961819,0.060744029014756,0.0169690325351553
"13",0.557586762018122,0.43221066074591,0.566478031297395,0.444485263657267,0.566478031297395,0.442371773227286,0.548133256316465,0.440261792087969,0.565235988136395,0.437180606116664,0,0.495452196382429,0.0303205631484108,0.022782590478343,0.0214332874655651,0.0267564711689033,0.0214332874655651,0.030635059878567,0.0510016717571547,0.0245437875523188,0.0197983136140634,0.0247493633925645,0,0.0095907065299531
"14",0.39336982932545,0.775225633040284,0.391834400119594,0.707084676241604,0.391834400119594,0.7043025903083,0.398011542755433,0.741864140782576,0.391016491023539,0.715006619490248,0.00588235294117647,0.501440196331697,0.010213245063673,0.00892934859244543,0.00933686250402669,0.00703092561523772,0.00933686250402669,0.00398590950590244,0.0205733937332778,0.016994792154039,0.00999445657570304,0.0154715152739839,0.0186016332951081,0.00455430068598263
"15",0.229128665528125,0.544306677587124,0.235063989339847,0.518163814529028,0.235063989339847,0.516755963402957,0.232610326497835,0.470550701702865,0.232721969241057,0.483058337137426,0.00871072589382449,0.501704106704107,0.0115361208879668,0.0253214854576624,0.0161809861548439,0.0117559207630739,0.0161809861548439,0.0113197459660394,0.0167419340117969,0.0124699247243309,0.0166384300618531,0.0451780116409485,0.0193274460120241,0.00372466303931854
"16",0.722082008113501,0.71989178729027,0.721132953060248,0.661913513719839,0.724231150836582,0.643616172904999,0.727612942040436,0.664967162054044,0.725919255348703,0.64447428311819,0.0616548463356974,0.512020525006315,0.0100072253696493,0.0396415095444802,0.0114710882568363,0.0171040331223865,0.0139746981172925,0.021081092740835,0.0171928672873772,0.0169893226227299,0.0139413688613872,0.072148074963252,0.12744715713428,0.0263294013701512
"17",0.690592872517275,0.790564407341988,0.697978468899522,0.749849960580615,0.696277992713121,0.735242574311988,0.698192631333642,0.775723650397078,0.694940598813317,0.75757840527105,0,0.5,0.0527582828323389,0.0489842990689287,0.0497991627533468,0.0418551679572452,0.0535038768809118,0.0470712849934646,0.0482834814025913,0.0403914525747268,0.0516224916851116,0.0519696172280807,0,0
"18",0.385084334989508,0.627545118432607,0.43415598029669,0.614946830203039,0.441655948278233,0.59852087391043,0.439446838956116,0.647791826994065,0.440260126807423,0.6466355186216,0,0.5,0.0705210378643173,0.0389551923543718,0.0659391438608698,0.0303408160870913,0.0662449034830645,0.027866142555906,0.0674604545158287,0.0178820828408938,0.0664500254079708,0.0214275273293333,0,0
"19",0.174028906955736,0.660397150291952,0.201670461463215,0.617821602352543,0.207928074182561,0.634713294406364,0.198649905963317,0.70833365596175,0.199292469819767,0.681368034399594,0.0181818181818182,0.505055555555556,0.0728165909821913,0.123419809381809,0.0362080256726958,0.0699347740995402,0.0304693432254214,0.0721702740001602,0.0411257069972834,0.0434622438318287,0.0391225326646337,0.110757809931665,0.0574959574576069,0.0159870703930735
"20",0.233147557285255,0.658678357675488,0.297208675694512,0.67597599891605,0.296170837356902,0.643919217687075,0.304036044211922,0.695487151453988,0.280951737396058,0.606689600153248,0.05,0.527083333333333,0.107710225836732,0.0984553738522857,0.0496154868793901,0.0434923462932467,0.0466348729982176,0.0396333883181613,0.0550485887809707,0.0866958948588034,0.0760108685646236,0.162615867257588,0.158113883008419,0.0856450199628936
"21",0.389405007942151,0.741667457330937,0.437186657703512,0.717446028025764,0.436324434153705,0.688221155754736,0.448171673314292,0.738657835562448,0.43679713115866,0.697686604383904,0.06,0.523076923076923,0.144178330642977,0.0933911035619541,0.0345819660461647,0.045020270308967,0.0379366738683663,0.0368990814742312,0.0496346783840632,0.0667242774741586,0.056663180146188,0.0920154186815867,0.189736659610103,0.072975638311578
"22",0.447104377104377,0.788733787817121,0.512316903369535,0.763109177859178,0.50104075933477,0.706842185592186,0.528854669967095,0.77023433048433,0.525961632231655,0.716014334045584,0.0736842105263158,0.535416666666667,0.160534904838692,0.10997347264098,0.0553401468926529,0.0841323382105169,0.0488133675795758,0.0753498750117298,0.074779874365269,0.110117584647093,0.0717583845179144,0.146988713926165,0.233009932854512,0.11199733379763
"23",0.300650968830309,0.608125551132361,0.324145874940483,0.615755358023654,0.332615115902425,0.61642911538273,0.30534669676248,0.636113203886003,0.301592745698626,0.612576335447722,0,0.5,0.126216837809698,0.0996076144386088,0.0746628156685045,0.0615858863870232,0.0734826123060387,0.0560098185243697,0.105738948928301,0.0906320962693944,0.091602180285014,0.0775935809385475,0,0
